id,predicted_binding_sites,Acc,PPV(Precision),NPV,TPR(Recall),TNR,MCC,ROC AUC,STD,PR AUC,F1,FPR
8grq_B,,0.8124999999989844,0.8181818181807556,0.6666666666444444,0.9843749999984619,0.12499999999921876,0.2302830932358718,0.80908203125,0.1381270460642317,0.9473121166229248,0.8936170935630798,0.8749999999945314
7xys_A,,0.8821138211378529,0.558823529410121,0.9339622641505029,0.575757575755831,0.9295774647882961,0.4990209704718317,0.8721013069152832,0.2530445835375137,0.5964140295982361,0.5671641826629639,0.07042253521123455
7xld_B,,0.9039999999992768,0.5624999999964845,0.9541284403660971,0.642857142852551,0.9369369369360928,0.5473007502077656,0.8664736151695251,0.19675936670739916,0.6899054646492004,0.6000000238418579,0.06306306306300624
7ul5_D,,0.9069767441849919,0.8749999999890625,0.9102564102552433,0.4999999999964286,0.9861111111097415,0.6178364395993245,0.961309552192688,0.21380786470468272,0.7947497367858887,0.6363636255264282,0.013888888888869598
7x91_H,,0.7999999999993334,0.6153846153822485,0.8510638297863287,0.5333333333315556,0.8888888888879012,0.44378474407368185,0.8388888835906982,0.2660511038239428,0.7114852666854858,0.5714285969734192,0.11111111111098765
8hy4_A,,0.8648648648640856,0.9230769230733729,0.8470588235284152,0.6486486486468955,0.9729729729716581,0.6919053632355867,0.9406501054763794,0.293018424702948,0.9047760963439941,0.7619047164916992,0.027027027026990502
8b5c_A,,0.9291338582669849,0.999999999975,0.9268292682919294,0.3076923076899408,0.9999999999991228,0.5340208201911998,0.9274628758430481,0.13966486616413204,0.5999331474304199,0.4705882668495178,0.0
7fkf_B,,0.9499999999996833,0.3333333333317461,0.9964157706089619,0.8749999999890625,0.9520547945202219,0.5222265575443386,0.950128436088562,0.18332339716664098,0.46116676926612854,0.46666669845581055,0.047945205479435635
7wsz_A,,0.715846994535128,0.9387755102021658,0.6343283582084819,0.4842105263152798,0.9659090909079933,0.50790283901566,0.8483851552009583,0.3166444365741405,0.864595353603363,0.6388888955116272,0.03409090909087035
7wk0_B,,0.9095238095233765,0.8620689655142688,0.9171270718226978,0.6249999999984375,0.9764705882347198,0.6845900225169459,0.9067646861076355,0.2387739770126299,0.8146463632583618,0.7246376872062683,0.023529411764692042
8gxj_A,,0.8412698412693962,0.3999999999973333,0.8793103448270809,0.2222222222213992,0.9444444444438616,0.2157584856684165,0.7247371077537537,0.19267152226071782,0.2885271906852722,0.2857142686843872,0.05555555555552127
7uo7_B,,0.8655913978489971,0.8181818181803305,0.885496183205431,0.74999999999875,0.92063492063419,0.6869578157451285,0.8982804417610168,0.29967735609562846,0.874833345413208,0.7826087474822998,0.07936507936501637
7qpj_B,,0.8697478991592985,0.8837209302305029,0.8666666666662223,0.5937499999990723,0.9712643678155338,0.6511372924960167,0.9213362336158752,0.30429626147335104,0.8500499725341797,0.7222222089767456,0.028735632183891534
8h77_E,,0.7642857142851684,0.5999999999987999,0.8555555555546049,0.6976744186030286,0.7938144329888723,0.4731812304365126,0.7705585956573486,0.26048743097467525,0.6356145739555359,0.6451612710952759,0.20618556701009672
7qq6_A,,0.9144981412636006,0.0,0.9248120300748404,0.0,0.9879518072285189,-0.030097826428507023,0.7419678568840027,0.11453496205108017,0.16188283264636993,0.0,0.0120481927710795
7xau_B,,0.8378378378374605,0.9999999999954546,0.8199999999995901,0.3793103448269322,0.9999999999993903,0.5577046554930405,0.8835681080818176,0.2218788603951009,0.8424186706542969,0.550000011920929,0.0
8bb5_D,,0.9837133550485395,0.0,0.9901639344259049,0.0,0.9934210526312522,-0.008044312134804128,0.9649122953414917,0.0906993429042438,0.17272727191448212,0.0,0.006578947368418889
7tn5_A,,0.9330855018583892,0.8421052631534627,0.939999999999624,0.5161290322563996,0.9873949579827784,0.6275418415483853,0.9317565560340881,0.19088469857955104,0.7529360055923462,0.6399999856948853,0.012605042016801427
8b93_A,,0.8629032258061037,0.2285714285707755,0.9671361502342878,0.5333333333297777,0.8841201716734404,0.28583004518261584,0.8532189130783081,0.21754722361308848,0.4545610547065735,0.320000022649765,0.11587982832613053
8a1q_A,,0.5614035087709449,0.35999999999856,0.7187499999977539,0.4999999999972223,0.5897435897420775,0.08406728074765953,0.5441595315933228,0.2530492958205737,0.32547295093536377,0.41860467195510864,0.4102564102553583
8bgu_B,,0.9318181818176524,0.0,0.9318181818176524,0.0,0.9999999999993903,0.0,0.7032520174980164,0.007347258522211387,0.12227806448936462,0.0,0.0
8e25_A,,0.8594771241827257,0.5068493150677988,0.9699570815446481,0.8409090909071797,0.8625954198469991,0.5791678951523014,0.9091776609420776,0.2943829831881294,0.6984964609146118,0.632478654384613,0.1374045801526193
8faz_X,,0.8432203389826936,0.7804878048761451,0.8564102564098173,0.5333333333324445,0.9488636363630973,0.5541753469427244,0.845975399017334,0.2812007370327349,0.7454187870025635,0.6336634159088135,0.051136363636334586
7r4j_A,,0.8764705882350363,0.588235294114187,0.891640866872789,0.22222222222172838,0.976271186440347,0.30862964039623747,0.8506968021392822,0.1583910185793835,0.502481997013092,0.3225806653499603,0.023728813559313992
8cgg_U,,0.99999999999875,0.99999999999875,,0.99999999999875,0.0,0.0,,0.01002351665215106,,,0.0
8gby_H,,0.8565022421520824,0.6538461538448964,0.9181286549702233,0.7083333333318577,0.8971428571423445,0.5884871521883926,0.875,0.28836221832497055,0.7800890207290649,0.6799999475479126,0.10285714285708408
8cyy_C,,0.9999999999986111,0.9999999999986111,,0.9999999999986111,0.0,0.0,,0.019670525602148728,,,0.0
8dhk_A,,0.8814814814812638,0.14285714285663267,0.9363395225461708,0.14285714285663267,0.9363395225461708,0.0791966654035612,0.638878345489502,0.196208769334278,0.10070738941431046,0.1428571492433548,0.06366047745356401
5stc_A,,0.6962025316452759,0.11111111111097394,0.9999999999993591,0.9999999999888889,0.6842105263154894,0.2757233972894983,0.9727095365524292,0.2856868431679931,0.7346293926239014,0.19780220091342926,0.31578947368407206
7x8t_C,,0.9086757990863431,0.8363636363621156,0.9329268292677239,0.8070175438582333,0.9444444444438616,0.7603239723217589,0.9338856339454651,0.3068017801902871,0.8856837153434753,0.8214285969734192,0.05555555555552127
8bfr_A,,0.9688473520246204,0.8695652173875237,0.9765100671137663,0.7407407407379973,0.9897959183670103,0.7861863721131788,0.9680020213127136,0.21344287403208811,0.8833794593811035,0.800000011920929,0.010204081632649591
7u2l_E,,0.8922413793099603,0.9999999999857143,0.8888888888884938,0.2187499999993164,0.9999999999995001,0.44095855184408456,0.8207031488418579,0.13024738366808358,0.5882755517959595,0.3589743673801422,0.0
8d54_B,,0.9082568807335284,0.8163265306105789,0.9349112426029972,0.7843137254886582,0.9461077844305713,0.7407565245222,0.9336621165275574,0.2959502191157283,0.8694878220558167,0.800000011920929,0.05389221556883001
8gb7_H,,0.8651162790693651,0.822222222220395,0.8764705882347786,0.6379310344816587,0.9490445859866568,0.6404027216808442,0.8584998846054077,0.28566658012635415,0.7997427582740784,0.7184466123580933,0.0509554140127064
7r1z_A,,0.579831932772622,0.3870967741922997,0.6477272727265366,0.2790697674412115,0.7499999999990131,0.031817085746067925,0.585679292678833,0.2510564565897186,0.41361406445503235,0.3243243396282196,0.24999999999967104
8dtr_A,,0.879227053139672,0.7636363636349752,0.9210526315783415,0.7777777777763374,0.9150326797379641,0.6887377556309159,0.9305253028869629,0.3122885526936914,0.8751435875892639,0.7706422209739685,0.08496732026138239
8d3m_E,,0.6326530612238442,0.7037037037024005,0.5454545454533057,0.6551724137919738,0.5999999999985,0.2521474010458337,0.7605603337287903,0.251048680404168,0.8452709317207336,0.6785714626312256,0.399999999999
8afj_B,,0.893401015227973,0.6129032258044745,0.9457831325295508,0.6785714285690051,0.9289940828396871,0.5826135623391087,0.9576289057731628,0.282514339485481,0.8325598239898682,0.6440678238868713,0.07100591715972131
7xox_E,,0.8782608695648356,0.8333333333194445,0.8794642857138931,0.15624999999951172,0.9949494949489925,0.3282904811309568,0.9307133555412292,0.1344713764067168,0.6725001931190491,0.2631579041481018,0.0050505050505025
8sqz_E,,0.5111111111099753,0.0,0.5111111111099753,0.0,0.9999999999956523,0.0,0.47727271914482117,0.037110645372992364,0.48187965154647827,0.0,0.0
8h4k_N,,0.7499999999994141,0.3749999999953125,0.7749999999993542,0.09999999999966667,0.9489795918357663,0.08571428571428061,0.8481292724609375,0.17021048730955882,0.5432920455932617,0.15789474546909332,0.051020408163213245
8g1q_B,,0.5833333333326389,0.8571428571367347,0.5285714285706734,0.2666666666660741,0.9487179487155161,0.28823067684913484,0.6723646521568298,0.21284246542672622,0.7524374723434448,0.4067796766757965,0.05128205128191979
7wzz_B,,0.8484848484839914,0.9047619047575964,0.8333333333322649,0.5937499999981445,0.9701492537298952,0.6451444442483547,0.9440298676490784,0.2663440964153712,0.904736340045929,0.7169811129570007,0.02985074626861216
7u2p_B,,0.949720670390531,0.84999999999575,0.962264150942791,0.7391304347793951,0.9807692307686021,0.7646886232996181,0.9765886068344116,0.22934535819910268,0.9046937823295593,0.7906977534294128,0.019230769230756905
7x9y_R,,0.6382252559724785,0.16964285714270566,0.9281767955795978,0.5937499999981445,0.6436781609192936,0.15239796667869931,0.6949234008789062,0.25189358499507664,0.20837807655334473,0.2638888657093048,0.3563218390803233
7qyr_A,,0.8116438356161604,0.7678571428557717,0.8220338983047365,0.5058823529405813,0.9371980676323975,0.5112427707175984,0.8341858386993408,0.286588204703176,0.7278745174407959,0.609929084777832,0.06280193236711942
7zt4_E,,0.8636363636360068,0.8636363636344008,0.8636363636359276,0.5846153846144851,0.9661016949147084,0.6328676894785443,0.9288135766983032,0.2890470244905832,0.8600134253501892,0.7090909481048584,0.03389830508472661
8ov4_B,,0.5948275862063838,0.31147540983555494,0.9090909090892562,0.7916666666633682,0.5434782608689744,0.27188542251049225,0.7450181245803833,0.2855143446562671,0.5136382579803467,0.436781644821167,0.45652173912993854
7tyn_A,,0.7753303964754295,0.8235294117622837,0.7668393782379447,0.383561643835091,0.9610389610383371,0.4510448338404044,0.827388346195221,0.24438297094888892,0.7493638396263123,0.5233644843101501,0.03896103896101367
8gjn_C,,0.5969387755098996,0.15053763440844029,0.9999999999990291,0.9999999999928572,0.5659340659337551,0.2918807556468098,0.8333987593650818,0.27825269828442667,0.2181406319141388,0.26168227195739746,0.4340659340656956
8chx_A,,0.8972972972968123,0.09090909090826446,0.9482758620684206,0.099999999999,0.9428571428566042,0.04097993567138443,0.6480000019073486,0.1898744343574503,0.08133555203676224,0.0952381044626236,0.057142857142824494
8cir_A,,0.8820058997047546,0.2121212121205693,0.9542483660127601,0.3333333333317461,0.9182389937104031,0.20458245750937096,0.658730149269104,0.18711070547606584,0.2758171260356903,0.2545454800128937,0.08176100628928247
7fkw_B,,0.9166666666663611,0.22580645161217483,0.9962825278806706,0.8749999999890625,0.9178082191777679,0.4196116875536994,0.9362157583236694,0.20715203888190917,0.28237268328666687,0.3589743375778198,0.08219178082188966
7fp3_A,,0.6751054852317827,0.10465116279057599,0.9999999999993379,0.9999999999888889,0.6622807017540955,0.26326497209547844,0.9627193212509155,0.2809173550971265,0.6985399127006531,0.18947367370128632,0.3377192982454659
7wr9_F,,0.6222222222218766,0.12903225806430801,0.8813559322026429,0.36363636363471075,0.6582278481008492,0.015070819207603432,0.5198503732681274,0.27221762634993496,0.1337689310312271,0.190476194024086,0.3417721518985179
8evu_C,,0.919999999999632,0.7999999999977142,0.9395348837204933,0.682926829266627,0.9665071770330305,0.6930217185159473,0.9762516021728516,0.2461867032058015,0.8789024353027344,0.7368420958518982,0.033492822966491156
7u7n_B,,0.8489932885903192,0.24390243902379535,0.9455252918284259,0.4166666666649306,0.8868613138682895,0.2397845211919362,0.8299118280410767,0.211828054517839,0.21448399126529694,0.3076923191547394,0.11313868613134558
7x2h_B,,0.8920187793423042,0.7413793103435493,0.9483870967735818,0.8431372549003076,0.9074074074068473,0.7195140687321407,0.9638707041740417,0.32332341110568236,0.9031045436859131,0.7818182110786438,0.09259259259253544
7um6_B,,0.8271028037379313,0.6969696969675849,0.8508287292812979,0.45999999999908,0.93902439024333,0.46753067601126874,0.8271951079368591,0.22038907880758143,0.6490946412086487,0.5542168617248535,0.06097560975606039
7yvj_C,,0.9119999999992704,0.7948717948697567,0.9651162790686452,0.9117647058796712,0.9120879120869098,0.7912762882475985,0.9783451557159424,0.2722946013704346,0.9591500759124756,0.8493151068687439,0.0879120879119913
8ccv_A,,0.8379629629625751,0.763157894735838,0.8785714285708011,0.7733333333323023,0.8723404255312963,0.6436985197703157,0.9314420819282532,0.3481976439104754,0.8780190944671631,0.7682119607925415,0.12765957446799459
8dv4_B,,0.7959183673461266,0.7272727272694215,0.8157894736831371,0.5333333333315556,0.9117647058810121,0.4916461337365136,0.8404411673545837,0.31644937198294937,0.7432578802108765,0.6153846383094788,0.0882352941175173
7wxw_C,,0.8571428571413265,0.8372093023236343,0.9230769230698225,0.9729729729703432,0.631578947365097,0.6779620177974923,0.8883357048034668,0.27783636628161446,0.9331008791923523,0.8999999165534973,0.3684210526296399
8gvk_A,,0.8823529411757292,0.8936170212746944,0.8749999999987847,0.8235294117630911,0.9264705882339317,0.7592514510736302,0.9371395707130432,0.3675756877141729,0.9202927350997925,0.8571428656578064,0.07352941176459775
8d5r_A,,0.8720173535789866,0.8620689655157551,0.873449131513431,0.4950495049500049,0.9777777777775062,0.5897228359293737,0.9216033816337585,0.2544406475015523,0.7831897139549255,0.6289308071136475,0.02222222222221605
7xk7_C,,0.9163346613542166,0.7878787878764003,0.9357798165133323,0.649999999998375,0.9668246445493048,0.6681096178246504,0.9728673100471497,0.24092570410896041,0.8689833879470825,0.7123287320137024,0.033175355450221246
7xrq_A,,0.9415807560134222,0.9534883720908058,0.9395161290318793,0.7321428571415497,0.9914893617017058,0.8038699077511455,0.9473404288291931,0.27252385113442296,0.8732399940490723,0.8282828330993652,0.008510638297868718
7upx_H,,0.8977777777773788,0.8297872340407877,0.9157303370781373,0.7222222222208847,0.9532163742684485,0.7096135158645476,0.9338856339454651,0.29005483724825404,0.8719558119773865,0.7722772359848022,0.046783625730966796
8a37_A,,0.8345864661647862,0.6363636363624793,0.9743589743577251,0.9459459459433893,0.791666666665842,0.6711756107582257,0.910332202911377,0.3350611321715693,0.7813569903373718,0.760869562625885,0.20833333333311632
8f2a_E,,0.7264957264951055,0.6249999999980469,0.7647058823520415,0.49999999999875,0.8441558441547479,0.36622337024508045,0.8542208075523376,0.3029898602885347,0.7495099902153015,0.5555555820465088,0.15584415584395345
7yd1_A,,0.8114754098354005,0.8749999999890625,0.8070175438589412,0.24137931034399526,0.9892473118268933,0.39659980131476336,0.8998887538909912,0.17519387077965648,0.7636312246322632,0.37837839126586914,0.010752688172031448
5stz_B,,0.9299999999996901,0.23999999999904,0.9927272727269117,0.749999999990625,0.934931506848995,0.3992521028047497,0.9319349527359009,0.191296174321187,0.30832457542419434,0.3636363446712494,0.06506849315066265
7uqr_A,,0.7951070336389006,0.0,0.7951070336389006,0.0,0.9999999999996154,0.0,0.7559988498687744,0.03902083567506172,0.4044759273529053,0.0,0.0
8euj_a,,0.7924528301879317,0.7674418604642239,0.8999999999955001,0.9705882352926903,0.4736842105250692,0.5445420349171858,0.8695820569992065,0.2078317940718741,0.897369921207428,0.8571428060531616,0.5263157894722992
7yds_B,,0.8772727272723285,0.8163265306105789,0.89473684210474,0.689655172412604,0.9444444444438616,0.6714797183847684,0.9111323952674866,0.28403215206742555,0.8426413536071777,0.7592592835426331,0.05555555555552127
8g1a_B,,0.7861271676296034,0.5714285714272108,0.8549618320604161,0.558139534882423,0.8615384615377989,0.42302088628124696,0.8380143046379089,0.2453370570090746,0.6118084192276001,0.5647059679031372,0.13846153846143197
7ufj_G,,0.8505154639170874,0.941176470585467,0.8312499999994806,0.5423728813550129,0.9851851851844555,0.6383571221257708,0.9337727427482605,0.26965831249286804,0.8795818090438843,0.6881720423698425,0.014814814814803842
8f93_A,,0.9605263157891578,0.0,0.9636963696366457,0.0,0.9965870307163834,-0.011131180319285108,0.8233012557029724,0.0922195401767525,0.11033066362142563,0.0,0.0034129692832752857
7tn0_B,,0.8947368421048708,0.8076923076907544,0.9204545454540225,0.7499999999986607,0.9418604651157315,0.7097718087463928,0.9323608875274658,0.30325570399765006,0.8648470044136047,0.7777777910232544,0.05813953488368713
8cz3_D,,0.9999999999986111,0.9999999999986111,,0.9999999999986111,0.0,0.0,,0.02236959689879794,,,0.0
7u6p_A,,0.8801955990217897,0.6428571428559948,0.9178470254954907,0.5538461538453018,0.9418604651160053,0.5272046732838709,0.9311046600341797,0.24879819154201832,0.7489263415336609,0.5950413346290588,0.05813953488370403
8pe9_H,,0.9150943396222099,0.949999999997625,0.9069767441855192,0.7037037037024005,0.9873417721512739,0.769551753934208,0.9605602622032166,0.2614884312509499,0.9280458092689514,0.8085106015205383,0.012658227848093255
7trb_A,,0.8977777777773788,0.16666666666527777,0.938967136149794,0.13333333333244443,0.9523809523804989,0.09515422195432932,0.8252381086349487,0.17271879062487852,0.21045461297035217,0.14814816415309906,0.04761904761902495
8gtj_B,,0.9322033898301135,0.7999999999946666,0.9411764705878095,0.47999999999808,0.9857819905208599,0.5875599133689631,0.9718483686447144,0.19902210275620907,0.825069785118103,0.6000000238418579,0.014218009478666247
8ct5_A,,0.7943262411341885,0.5428571428555918,0.87735849056521,0.5937499999981445,0.8532110091735291,0.43338205268058466,0.7981651425361633,0.2470886765577898,0.6047912836074829,0.5671641826629639,0.1467889908255534
8eyx_D,,0.5681818181805268,0.51999999999792,0.631578947365097,0.6499999999967501,0.4999999999979167,0.1507874069849788,0.5541666746139526,0.2525150990817591,0.5173569321632385,0.5777777433395386,0.4999999999979167
7uvq_D,,0.9118942731273516,0.7999999999985454,0.9476744186041003,0.8301886792437166,0.936781609194864,0.757260895924858,0.948492705821991,0.3060960335628252,0.8941222429275513,0.8148148059844971,0.06321839080456138
8hn9_A,,0.901098901098571,0.5333333333297777,0.9224806201546812,0.28571428571326535,0.971428571428175,0.34235844129446674,0.8240524530410767,0.17882150230464458,0.37720438838005066,0.3720930516719818,0.02857142857141691
7wl6_A,,0.8596491228062635,0.7999999999973334,0.8809523809513322,0.7058823529391003,0.9249999999988437,0.655439425375146,0.935661792755127,0.29996683936689394,0.8889129757881165,0.75,0.07499999999990625
8d48_L,,0.9272727272723058,0.8048780487785246,0.9553072625692988,0.8048780487785246,0.9553072625692988,0.7601853113503099,0.9580324292182922,0.24219900476229375,0.8868868947029114,0.8048780560493469,0.04469273743014263
7xfh_B,,0.8690476190465845,0.8783783783771913,0.799999999992,0.9701492537298952,0.4705882352913495,0.5467968389590282,0.876207172870636,0.18386806294888738,0.9666340947151184,0.9219858646392822,0.5294117647027682
7xfn_A,,0.7812499999991862,0.7912087912079218,0.599999999988,0.9729729729716581,0.13636363636301654,0.2068174140961849,0.726044237613678,0.13628814249628513,0.9004337787628174,0.8727272748947144,0.8636363636324381
8odr_A,,0.8461538461533038,0.0,0.9230769230762776,0.0,0.9103448275855791,-0.08304547985373514,0.8184952735900879,0.20673127678780473,0.17152035236358643,0.0,0.08965517241373128
7fmr_B,,0.9366666666663545,0.2608695652162571,0.9927797833931434,0.749999999990625,0.9417808219174857,0.41889110143443153,0.9375,0.18858949053971424,0.348617821931839,0.3870967924594879,0.05821917808217184
7z0w_A,,0.8059071729954406,0.8415841584150083,0.7794117647053094,0.7391304347819659,0.8688524590156813,0.614454960413636,0.9136136770248413,0.3646236294503465,0.8959211707115173,0.7870370149612427,0.13114754098349907
8cww_D,,0.8478260869556001,0.8292682926819155,0.99999999999,0.9999999999985294,0.4166666666649306,0.5878166851021609,0.8949142098426819,0.17426095773393643,0.9572330713272095,0.9066666960716248,0.5833333333309029
7g8r_A,,0.916201117317924,0.8333333333298611,0.9290322580639169,0.6451612903204995,0.9729729729723157,0.6864723542871672,0.9596773982048035,0.22942842316471404,0.8660011291503906,0.7272726893424988,0.02702702702700877
7y8k_A,,0.8947368421049493,0.8173076923069065,0.9392265193364977,0.8854166666657444,0.8994708994704236,0.7705804929256979,0.959518313407898,0.37333410163754827,0.922297477722168,0.8415841460227966,0.10052910052904734
7z2c_K,,0.8876080691640094,0.5714285714244898,0.9009009009006304,0.19512195121903628,0.9803921568624248,0.28792444504916287,0.8688825368881226,0.14544456173306097,0.4647124111652374,0.290909081697464,0.019607843137248494
7xjk_E,,0.8739130434778809,0.4999999999875,0.8805309734509379,0.0689655172411415,0.9900497512432886,0.14985705710825759,0.8416538238525391,0.11429331360180321,0.46310901641845703,0.12121212482452393,0.009950248756213956
8db8_B,,0.9309210526312728,0.499999999998077,0.9712230215823845,0.6190476190446712,0.9540636042399456,0.5196760551927457,0.9557462334632874,0.21172857730219863,0.6676341891288757,0.5531914830207825,0.045936395759701085
7zqt_D,,0.9146919431275287,0.7999999999984,0.950310559005621,0.8333333333315972,0.9386503067478905,0.7610699550852144,0.9716257452964783,0.30450030752493573,0.9236142635345459,0.8163265585899353,0.06134969325149611
7tty_L,,0.8685446009385595,0.785714285712415,0.8888888888883691,0.6346153846141642,0.9440993788814013,0.6248222280337364,0.9063544869422913,0.26342250990793015,0.7915773391723633,0.7021276950836182,0.05590062111797771
7ucy_A,,0.8788546255504672,0.6101694915243895,0.9189873417719193,0.5294117647051038,0.9404145077717772,0.498609850027463,0.9079739451408386,0.25483248333547204,0.7053918838500977,0.5669291615486145,0.05958549222796384
8bzv_A,,0.7833333333330722,0.23287671232844812,0.960352422907066,0.6538461538436391,0.7956204379559141,0.2947033098754668,0.8248876929283142,0.299792648223153,0.2656412422657013,0.3434343636035919,0.20437956204372104
8b8t_A,,0.9294605809124774,0.0,0.9294605809124774,0.0,0.9999999999995536,0.0,0.910057783126831,0.037249441872042884,0.627375066280365,0.0,0.0
8ctb_B,,0.8160535117054127,0.6666666666611111,0.8222996515676577,0.13559322033875323,0.9833333333329236,0.2411453484715841,0.742584764957428,0.15525397419352685,0.47399309277534485,0.2222222238779068,0.016666666666659724
7xsa_C,,0.8947368421048351,0.8571428571408163,0.9041916167659257,0.6923076923063609,0.9617834394898334,0.7056784874971581,0.944879949092865,0.2771437853706968,0.8812053799629211,0.7659574151039124,0.038216560509529804
7uwk_A,,0.6979166666659397,0.7948717948697567,0.631578947367313,0.5961538461526997,0.8181818181799586,0.42034955881090363,0.8109703063964844,0.1860845588657093,0.7858145833015442,0.6813187003135681,0.1818181818177686
7qpx_C,,0.5061728395055479,0.34285714285616326,0.6304347826073251,0.413793103446849,0.5576923076912352,-0.02759655349075619,0.5543766617774963,0.2272578259256311,0.41844242811203003,0.375,0.4423076923068417
7znq_L,,0.8068965517235815,0.0,0.8068965517235815,0.0,0.9999999999991452,0.0,0.9465811848640442,0.09142735585407373,0.8638409376144409,0.0,0.0
7yhn_E,,0.756097560974995,0.7966101694901753,0.7187499999988769,0.7230769230758106,0.7931034482744946,0.5157701073817247,0.8701591491699219,0.31375730898327103,0.8891307711601257,0.7580645084381104,0.2068965517237812
8d3t_A,,0.8854961832058815,0.5555555555545267,0.9380530973448561,0.5882352941164937,0.9298245614032369,0.5056864912232877,0.9084107279777527,0.2473930890032627,0.638708770275116,0.5714285969734192,0.07017543859647071
7zqt_B,,0.7818181818174711,0.4285714285653061,0.8058252427176642,0.13043478260812855,0.9540229885046505,0.14070046344552053,0.7146427035331726,0.1710592767048575,0.37379342317581177,0.20000000298023224,0.045977011494200026
7fm5_A,,0.729957805906865,0.12328767123270783,0.9999999999993903,0.9999999999888889,0.7192982456137197,0.29779289048539187,0.9622319936752319,0.28831064744228885,0.6428695917129517,0.2195121943950653,0.28070175438584183
7yg3_A,,0.7318840579707494,0.46376811594135686,0.8212560386469463,0.46376811594135686,0.8212560386469463,0.28502415458936997,0.6980326175689697,0.2443920426295806,0.526798665523529,0.46043166518211365,0.17874396135257067
8eqj_A,,0.494791666666409,0.35537190082615255,0.7323943661961515,0.6935483870956556,0.3999999999996923,0.0906112174157545,0.5514268279075623,0.30317420212044754,0.3862312436103821,0.46994534134864807,0.5999999999995386
7tus_A,,0.8925233644855642,0.7173913043462665,0.9404761904756307,0.7674418604633315,0.9239766081865942,0.6744343821657538,0.9330205321311951,0.28688588274564614,0.818479597568512,0.7415729761123657,0.07602339181282104
7x5o_A,,0.8807785888075716,0.8421052631564173,0.8870056497172636,0.5454545454539256,0.9721362229099157,0.6143135010874439,0.9385378360748291,0.2688724455292301,0.8112026453018188,0.6620689630508423,0.027863777089774656
7txt_D,,0.8828828828820875,0.8823529411712804,0.882978723403316,0.576923076920858,0.9764705882341453,0.6507915910059379,0.966515839099884,0.23911899655337823,0.9006954431533813,0.6976744532585144,0.0235294117646782
7xtq_R,,0.809523809523513,0.2608695652168242,0.9207048458145725,0.3999999999986667,0.8600823045263951,0.2173115074366396,0.7637860178947449,0.21993703066433476,0.38793742656707764,0.33766230940818787,0.13991769547319347
8j8p_R,,0.7681159420278723,0.8484848484822772,0.6944444444425154,0.717948717946877,0.8333333333305556,0.547089731494865,0.8726495504379272,0.2937781587599134,0.8833783268928528,0.7777777910232544,0.16666666666611113
8h9j_M,,0.7777777777756173,0.8571428571387756,0.6666666666622222,0.7826086956487713,0.7692307692248521,0.5376418578565554,0.8612040281295776,0.20150501982797603,0.9278061985969543,0.8444445133209229,0.23076923076745562
